MUNICIPIO,REDE,IDEB_2017
Lavras,Estadual,4.1
Leandro Ferreira,Estadual,4.2
Leandro Ferreira,Pública,4.2
Leme do Prado,Pública,4.5
Leme do Prado,Estadual,4.5
Leopoldina,Pública,3.8
Leopoldina,Estadual,3.5
Leopoldina,Federal,4.9
Liberdade,Pública,4.2
Liberdade,Estadual,4.2
Lima Duarte,Pública,4.2
Lima Duarte,Estadual,4.2
Limeira do Oeste,Pública,4.4
Limeira do Oeste,Estadual,4.4
Lontra,Pública,3.5
Lontra,Estadual,3.5
Luisburgo,Pública,3.7
Luisburgo,Estadual,3.7
Luislândia,Pública,3.3
Luislândia,Estadual,3.3
Luminárias,Estadual,4.2
Luminárias,Pública,4.2
Luz,Pública,2.5
Luz,Estadual,2.5
Machacalis,Pública,3
Machacalis,Estadual,3
Machado,Estadual,3.7
Machado,Pública,4.2
Machado,Federal,5.2
Madre de Deus de Minas,Estadual,4.3
Madre de Deus de Minas,Pública,4.3
Malacacheta,Pública,3.6
Malacacheta,Estadual,3.6
Mamonas,Pública,4
Mamonas,Estadual,4
Manga,Estadual,2.8
Manga,Pública,2.8
Manhuaçu,Pública,3.2
Manhuaçu,Estadual,3.2
Manhumirim,Municipal,4.7
Manhumirim,Pública,3.7
Manhumirim,Estadual,3.1
Mantena,Pública,4.7
Mantena,Estadual,4.7
Maravilhas,Pública,4.2
Maravilhas,Estadual,4.2
Mar de Espanha,Pública,3.8
Mar de Espanha,Estadual,3.8
Maria da Fé,Pública,3.9
Maria da Fé,Estadual,3.9
Mariana,Pública,3.5
Mariana,Estadual,3.5
Marilac,Pública,3.8
Marilac,Estadual,3.8
Mário Campos,Pública,3.2
Mário Campos,Estadual,3.2
Maripá de Minas,Pública,4
Maripá de Minas,Estadual,4
Marliéria,Pública,4.6
Marliéria,Estadual,4.6
Marmelópolis,Pública,4.9
Marmelópolis,Estadual,4.9
Martinho Campos,Municipal,4.2
Martinho Campos,Pública,4.1
Martinho Campos,Estadual,4.2
Martins Soares,Pública,3.3
Martins Soares,Estadual,3.3
Mata Verde,Pública,3.9
Mata Verde,Estadual,3.9
Materlândia,Pública,3.8
Materlândia,Estadual,3.8
Mateus Leme,Pública,3.9
Mateus Leme,Estadual,3.9
Matias Barbosa,Pública,3.8
Matias Barbosa,Estadual,3.8
Matias Cardoso,Pública,2.8
Matias Cardoso,Estadual,2.8
Matipó,Pública,3.4
Matipó,Estadual,3.4
Mato Verde,Pública,3.6
Mato Verde,Estadual,3.6
Matozinhos,Pública,3.9
Matozinhos,Estadual,3.9
Matutina,Pública,4.6
Matutina,Estadual,4.6
Medeiros,Pública,3.6
Medeiros,Estadual,3.6
Medina,Pública,3.2
Medina,Estadual,3.2
Mendes Pimentel,Pública,4.4
Mendes Pimentel,Estadual,4.4
Mercês,Pública,3.7
Mercês,Estadual,3.7
Mesquita,Pública,3.5
Mesquita,Estadual,3.5
Minas Novas,Estadual,3.8
Minas Novas,Pública,3.8
Minduri,Pública,3.9
Minduri,Estadual,3.9
Mirabela,Pública,2.7
Mirabela,Estadual,2.7
Miradouro,Pública,4.3
Miradouro,Estadual,4.3
Miraí,Pública,2.9
Miraí,Estadual,2.9
Miravânia,Estadual,3
Miravânia,Pública,3
Moeda,Pública,4.2
Moeda,Estadual,4.2
Moema,Pública,4.3
Moema,Estadual,4.3
Monjolos,Pública,3.5
Monjolos,Estadual,3.5
Monsenhor Paulo,Pública,4.4
Monsenhor Paulo,Estadual,4.4
Montalvânia,Pública,3.7
Montalvânia,Estadual,3.7
Monte Alegre de Minas,Pública,2.9
Monte Alegre de Minas,Estadual,2.8
Monte Azul,Pública,3.7
Monte Azul,Estadual,3.7
Monte Belo,Estadual,4.1
Monte Belo,Pública,4.1
Monte Carmelo,Pública,3.9
Monte Carmelo,Estadual,3.9
Monte Formoso,Pública,3.8
Monte Formoso,Estadual,3.8
Monte Santo de Minas,Pública,3.9
Monte Santo de Minas,Estadual,3.9
Montes Claros,Estadual,3.5
Montes Claros,Pública,3.5
Montes Claros,Federal,6.6
Monte Sião,Pública,3.7
Monte Sião,Estadual,3.7
Montezuma,Estadual,3.9
Montezuma,Pública,3.9
Morada Nova de Minas,Pública,4
Morada Nova de Minas,Estadual,4
Morro da Garça,Pública,3.4
Morro da Garça,Estadual,3.4
Morro do Pilar,Pública,3.2
Morro do Pilar,Estadual,3.2
Munhoz,Estadual,3.7
Munhoz,Pública,3.7
Muriaé,Estadual,4
Muriaé,Pública,4.2
Muriaé,Federal,6.4
Mutum,Pública,3
Mutum,Estadual,3
Muzambinho,Pública,-
Muzambinho,Estadual,3.2
Nacip Raydan,Pública,3.7
Nacip Raydan,Estadual,3.7
Nanuque,Pública,3
Nanuque,Estadual,3
Naque,Pública,3.4
Naque,Estadual,3.4
Natalândia,Pública,3.7
Natalândia,Estadual,3.7
Natércia,Pública,4.5
Natércia,Estadual,4.5
Nazareno,Pública,3.7
Nazareno,Estadual,3.7
Nepomuceno,Estadual,2.9
Nepomuceno,Federal,3.9
Nepomuceno,Pública,3.2
Ninheira,Pública,3.6
Ninheira,Estadual,3.6
Nova Belém,Pública,3.4
Nova Belém,Estadual,3.4
Nova Era,Pública,4.1
Nova Era,Estadual,4.1
Nova Lima,Pública,3.4
Nova Lima,Estadual,3.4
Nova Módica,Pública,3.7
Nova Módica,Estadual,3.7
Nova Ponte,Pública,4.1
Nova Ponte,Estadual,4.1
Nova Porteirinha,Pública,3.5
Nova Porteirinha,Estadual,3.5
Nova Resende,Pública,3.8
Nova Resende,Estadual,3.8
Nova Serrana,Pública,4.1
Nova Serrana,Estadual,4.1
Novo Cruzeiro,Pública,3.4
Novo Cruzeiro,Estadual,3.4
Novo Oriente de Minas,Pública,3.1
Novo Oriente de Minas,Estadual,3.1
Novorizonte,Pública,4
Novorizonte,Estadual,4
Olaria,Pública,3.7
Olaria,Estadual,3.7
Olhos-d'Água,Pública,3.5
Olhos-d'Água,Estadual,3.5
Olímpio Noronha,Pública,4.4
Olímpio Noronha,Estadual,4.4
Oliveira,Pública,3.4
Oliveira,Estadual,3.4
Oliveira Fortes,Pública,3.9
Oliveira Fortes,Estadual,3.9
Onça de Pitangui,Estadual,2.8
Onça de Pitangui,Pública,2.8
Oratórios,Pública,4
Oratórios,Estadual,4
Orizânia,Pública,3.5
Orizânia,Municipal,3.5
Ouro Branco,Estadual,3.9
Ouro Branco,Pública,4.4
Ouro Branco,Federal,5.9
Ouro Fino,Pública,3.6
Ouro Fino,Estadual,3.6
Ouro Preto,Pública,3.6
Ouro Preto,Estadual,3
Ouro Preto,Federal,5
Ouro Verde de Minas,Pública,2.9
Ouro Verde de Minas,Estadual,2.9
Padre Carvalho,Pública,3.6
Padre Carvalho,Estadual,3.6
Padre Paraíso,Pública,3.8
Padre Paraíso,Estadual,3.8
Paineiras,Pública,4.4
Paineiras,Estadual,4.4
Pains,Pública,4.4
Pains,Estadual,4.4
Pai Pedro,Pública,4.1
Pai Pedro,Estadual,4.1
Paiva,Pública,4.1
Paiva,Estadual,4.1
Palma,Pública,3.2
Palma,Estadual,3.2
Palmópolis,Pública,3.2
Palmópolis,Estadual,3.2
Papagaios,Pública,3.4
Papagaios,Estadual,3.4
Paracatu,Estadual,3.5
Paracatu,Pública,3.6
Paracatu,Federal,4.9
Pará de Minas,Pública,3.8
Pará de Minas,Estadual,3.8
Paraguaçu,Pública,3.5
Paraguaçu,Estadual,3.5
Paraisópolis,Pública,3.7
Paraisópolis,Estadual,3.7
Paraopeba,Pública,3.2
Paraopeba,Estadual,3.2
Passabém,Pública,3.6
Passabém,Estadual,3.6
Passa Quatro,Pública,3.2
Passa Quatro,Estadual,3.2
Passa Tempo,Pública,4.4
Passa Tempo,Estadual,4.4
Passa Vinte,Pública,5.2
Passa Vinte,Estadual,5.2
Passos,Estadual,3.8
Passos,Pública,3.9
Passos,Federal,6.1
Patis,Pública,3.5
Patis,Estadual,3.5
Patos de Minas,Pública,4.1
Patos de Minas,Estadual,4
Patos de Minas,Federal,6.7
Patrocínio,Estadual,3.9
Patrocínio,Pública,4.1
Patrocínio,Federal,6.8
Patrocínio do Muriaé,Pública,2.3
Patrocínio do Muriaé,Estadual,2.3
Paula Cândido,Pública,4.2
Paula Cândido,Estadual,4.2
Paulistas,Pública,3
Paulistas,Estadual,3
Pavão,Pública,3.6
Pavão,Estadual,3.6
Peçanha,Pública,3.1
Peçanha,Estadual,3.1
Pedra Azul,Pública,3.5
Pedra Azul,Estadual,3.5
Pedra Bonita,Pública,3.3
Pedra Bonita,Estadual,3.3
Pedra do Anta,Pública,3.2
Pedra do Anta,Estadual,3.2
Pedra do Indaiá,Pública,5.1
Pedra do Indaiá,Estadual,5.1
Pedra Dourada,Pública,3.6
Pedra Dourada,Estadual,3.6
Pedralva,Pública,3.7
Pedralva,Estadual,3.7
Pedras de Maria da Cruz,Pública,3
Pedras de Maria da Cruz,Estadual,3
Pedrinópolis,Pública,4
Pedrinópolis,Estadual,4
Pedro Leopoldo,Pública,3.6
Pedro Leopoldo,Estadual,3.6
Pedro Teixeira,Pública,4.2
Pedro Teixeira,Estadual,4.2
Pequeri,Pública,3.9
Pequeri,Estadual,3.9
Pequi,Pública,3.6
Pequi,Estadual,3.6
Perdigão,Estadual,4.4
Perdigão,Pública,4.4
Perdizes,Pública,4.1
Perdizes,Estadual,4.1
Perdões,Pública,3.7
Perdões,Estadual,3.7
Periquito,Pública,2.8
Periquito,Estadual,2.8
Pescador,Pública,3.2
Pescador,Estadual,3.2
Piau,Pública,2.3
Piau,Estadual,2.3
Piedade de Caratinga,Estadual,4
Piedade de Caratinga,Pública,4
Piedade de Ponte Nova,Pública,4.3
Piedade de Ponte Nova,Estadual,4.3
Piedade do Rio Grande,Pública,3.5
Piedade do Rio Grande,Estadual,3.5
Piedade dos Gerais,Pública,3.4
Piedade dos Gerais,Estadual,3.4
Pimenta,Estadual,3.8
Pimenta,Pública,3.8
Pingo d'Água,Pública,4
Pingo d'Água,Estadual,4
Pintópolis,Pública,3.2
Pintópolis,Estadual,3.2
Piracema,Pública,3.7
Piracema,Estadual,3.7
Pirajuba,Pública,4.1
Pirajuba,Estadual,4.1
Piranga,Pública,4.2
Piranga,Estadual,4.2
Piranguçu,Estadual,4
Piranguçu,Pública,4
Piranguinho,Pública,3.5
Piranguinho,Estadual,3.5
Pirapetinga,Estadual,2.6
Pirapetinga,Pública,2.6
Pirapora,Estadual,3.7
Pirapora,Pública,3.9
Pirapora,Federal,5.6
Piraúba,Pública,3.9
Piraúba,Estadual,3.9
Pitangui,Estadual,3.7
Pitangui,Pública,3.7
Piumhi,Pública,3.8
Piumhi,Estadual,3.8
Planura,Pública,2.6
Planura,Estadual,2.6
Poço Fundo,Pública,4.9
Poço Fundo,Estadual,4.9
Poços de Caldas,Estadual,3.4
Poços de Caldas,Municipal,5
Poços de Caldas,Pública,3.6
Poços de Caldas,Federal,6
Pocrane,Pública,3.7
Pocrane,Estadual,3.7
Pompéu,Pública,3.1
Pompéu,Estadual,3.1
Ponte Nova,Estadual,3.1
Ponte Nova,Pública,3.5
Ponte Nova,Federal,5.8
Ponto Chique,Estadual,3.1
Ponto Chique,Pública,3.1
Ponto dos Volantes,Pública,3.5
Ponto dos Volantes,Estadual,3.5
Porteirinha,Pública,3.6
Porteirinha,Estadual,3.6
Porto Firme,Estadual,3.6
Porto Firme,Pública,3.6
Poté,Pública,3.8
Poté,Estadual,3.8
Pouso Alegre,Estadual,3.7
Pouso Alegre,Pública,4.1
Pouso Alegre,Municipal,4.6
Pouso Alegre,Federal,7
Pouso Alto,Pública,3.2
Pouso Alto,Estadual,3.2
Prados,Pública,3.8
Prados,Estadual,3.8
Prata,Pública,3.5
Prata,Estadual,3.5
Pratápolis,Pública,3.6
Pratápolis,Estadual,3.6
Pratinha,Estadual,4.3
Pratinha,Pública,4.3
Presidente Bernardes,Pública,4.4
Presidente Bernardes,Estadual,4.4
Presidente Juscelino,Pública,2.9
Presidente Juscelino,Estadual,2.9
Presidente Kubitschek,Pública,3.8
Presidente Kubitschek,Estadual,3.8
Presidente Olegário,Pública,4.6
Presidente Olegário,Estadual,4.6
Alto Jequitibá,Pública,4.1
Alto Jequitibá,Estadual,4.1
Prudente de Morais,Pública,2.9
Prudente de Morais,Estadual,2.9
Quartel Geral,Pública,4.1
Quartel Geral,Estadual,4.1
Queluzito,Pública,4.1
Queluzito,Estadual,4.1
Raposos,Pública,3.7
Raposos,Estadual,3.7
Raul Soares,Pública,4
Raul Soares,Estadual,4
Recreio,Pública,3.7
Recreio,Estadual,3.7
Reduto,Pública,3.6
Reduto,Estadual,3.6
Resende Costa,Municipal,5
Resende Costa,Estadual,3.6
Resende Costa,Pública,3.9
Resplendor,Estadual,3.4
Resplendor,Pública,3.4
Ressaquinha,Pública,3.9
Ressaquinha,Estadual,3.9
Riachinho,Pública,3.4
Riachinho,Estadual,3.4
Riacho dos Machados,Pública,3.6
Riacho dos Machados,Estadual,3.6
Ribeirão das Neves,Pública,3.2
Ribeirão das Neves,Estadual,3.2
Ribeirão Vermelho,Pública,3.5
Ribeirão Vermelho,Estadual,3.5
Rio Acima,Pública,3.8
Rio Acima,Estadual,3.8
Rio Casca,Pública,3.7
Rio Casca,Estadual,3.7
Rio Doce,Pública,4.1
Rio Doce,Estadual,4.1
Rio do Prado,Pública,3.1
Rio do Prado,Estadual,3.1
Rio Espera,Pública,4.1
Rio Espera,Estadual,4.1
Rio Manso,Pública,4.7
Rio Manso,Estadual,4.7
Rio Novo,Estadual,2.8
Rio Novo,Pública,2.8
Rio Paranaíba,Pública,3.8
Rio Paranaíba,Estadual,3.8
Rio Pardo de Minas,Estadual,3.8
Rio Pardo de Minas,Pública,3.8
Rio Piracicaba,Pública,4.3
Rio Piracicaba,Estadual,4.3
Rio Pomba,Estadual,2.8
Rio Pomba,Pública,3.8
Rio Pomba,Federal,5
Rio Preto,Pública,4.5
Rio Preto,Estadual,4.5
Rio Vermelho,Pública,3.6
Rio Vermelho,Estadual,3.6
Ritápolis,Estadual,3.8
Ritápolis,Pública,3.8
Rochedo de Minas,Pública,3.2
Rochedo de Minas,Estadual,3.2
Rodeiro,Pública,3.4
Rodeiro,Estadual,3.4
Romaria,Pública,3.9
Romaria,Estadual,3.9
Rosário da Limeira,Pública,3.1
Rosário da Limeira,Estadual,3.1
Rubelita,Pública,3.3
Rubelita,Estadual,3.3
Rubim,Pública,2.8
Rubim,Estadual,2.8
Sabará,Estadual,3.3
Sabará,Pública,3.4
Sabará,Federal,6.3
Sabinópolis,Pública,3.1
Sabinópolis,Estadual,3.1
Sacramento,Pública,3.8
Sacramento,Estadual,3.8
Salinas,Estadual,3.6
Salinas,Pública,4.1
Salinas,Federal,5.8
Salto da Divisa,Pública,2.8
Salto da Divisa,Estadual,2.8
Santa Bárbara,Pública,3.6
Santa Bárbara,Estadual,3.6
Santa Bárbara do Leste,Pública,4.2
Santa Bárbara do Leste,Estadual,4.2
Santa Bárbara do Monte Verde,Pública,4.3
Santa Bárbara do Monte Verde,Estadual,4.3
Santa Bárbara do Tugúrio,Pública,4
Santa Bárbara do Tugúrio,Estadual,4
Santa Cruz de Minas,Pública,2.7
Santa Cruz de Minas,Estadual,2.7
Santa Cruz de Salinas,Pública,3.6
Santa Cruz de Salinas,Estadual,3.6
Santa Cruz do Escalvado,Estadual,2.8
Santa Cruz do Escalvado,Pública,2.8
Santa Efigênia de Minas,Pública,3.2
Santa Efigênia de Minas,Estadual,3.2
Santa Fé de Minas,Pública,3.6
Santa Fé de Minas,Estadual,3.6
Santa Helena de Minas,Pública,3.8
Santa Helena de Minas,Estadual,3.8
Santa Juliana,Pública,3.6
Santa Juliana,Estadual,3.6
Santa Luzia,Estadual,3.2
Santa Luzia,Pública,3.3
Santa Luzia,Federal,6.8
Santa Margarida,Pública,4
Santa Margarida,Estadual,4
Santa Maria de Itabira,Estadual,3.8
Santa Maria de Itabira,Pública,3.8
Santa Maria do Salto,Pública,3.1
Santa Maria do Salto,Estadual,3.1
Santa Maria do Suaçuí,Pública,4.2
Santa Maria do Suaçuí,Estadual,4.2
Santana da Vargem,Pública,4.7
Santana da Vargem,Estadual,4.7
Santana de Cataguases,Pública,3.9
Santana de Cataguases,Estadual,3.9
Santana de Pirapama,Pública,4
Santana de Pirapama,Estadual,4
Santana do Deserto,Pública,3.8
Santana do Deserto,Estadual,3.8
Santana do Garambéu,Pública,4
Santana do Garambéu,Estadual,4
Santana do Jacaré,Pública,4.2
Santana do Jacaré,Estadual,4.2
Santana do Manhuaçu,Pública,3.3
Santana do Manhuaçu,Estadual,3.3
Santana do Paraíso,Pública,3.2
Santana do Paraíso,Estadual,3.2
Santana do Riacho,Pública,3.3
Santana do Riacho,Estadual,3.3
Santana dos Montes,Pública,3.8
Santana dos Montes,Estadual,3.8
Santa Rita de Caldas,Pública,4.7
Santa Rita de Caldas,Estadual,4.7
Santa Rita de Jacutinga,Estadual,3.6
Santa Rita de Jacutinga,Pública,3.6
Santa Rita de Minas,Pública,4.1
Santa Rita de Minas,Estadual,4.1
Santa Rita de Ibitipoca,Pública,3.9
Santa Rita de Ibitipoca,Estadual,3.9
Santa Rita do Itueto,Estadual,4.1
Santa Rita do Itueto,Pública,4.1
Santa Rita do Sapucaí,Estadual,3.5
Santa Rita do Sapucaí,Pública,3.5
Santa Rosa da Serra,Pública,4
Santa Rosa da Serra,Estadual,4
Santa Vitória,Pública,3.7
Santa Vitória,Estadual,3.7
Santo Antônio do Amparo,Pública,3.4
Santo Antônio do Amparo,Estadual,3.4
Santo Antônio do Aventureiro,Pública,4.3
Santo Antônio do Aventureiro,Estadual,4.3
Santo Antônio do Grama,Pública,3.3
Santo Antônio do Grama,Estadual,3.3
Santo Antônio do Itambé,Estadual,4.1
Santo Antônio do Itambé,Pública,4.1
Santo Antônio do Jacinto,Pública,2.9
Santo Antônio do Jacinto,Estadual,2.9
Santo Antônio do Monte,Pública,4.3
Santo Antônio do Monte,Estadual,4.3
Santo Antônio do Retiro,Pública,3.8
Santo Antônio do Retiro,Estadual,3.8
Santo Antônio do Rio Abaixo,Pública,4.2
Santo Antônio do Rio Abaixo,Estadual,4.2
Santo Hipólito,Pública,3.9
Santo Hipólito,Estadual,3.9
Santos Dumont,Estadual,3.4
Santos Dumont,Pública,3.5
Santos Dumont,Federal,4.8
São Bento Abade,Pública,3.6
São Bento Abade,Estadual,3.6
São Brás do Suaçuí,Pública,4.4
São Brás do Suaçuí,Estadual,4.4
São Domingos das Dores,Pública,3.5
São Domingos das Dores,Estadual,3.5
São Domingos do Prata,Pública,3.7
São Domingos do Prata,Estadual,3.7
São Félix de Minas,Pública,3.6
São Félix de Minas,Estadual,3.6
São Francisco,Pública,3.2
São Francisco,Estadual,3.2
São Francisco de Paula,Estadual,4.8
São Francisco de Paula,Pública,4.8
São Francisco de Sales,Pública,4.2
São Francisco de Sales,Estadual,4.2
São Francisco do Glória,Pública,3.9
São Francisco do Glória,Estadual,3.9
São Geraldo,Estadual,4.1
São Geraldo,Pública,4.1
São Geraldo da Piedade,Estadual,3.5
São Geraldo da Piedade,Pública,3.5
São Geraldo do Baixio,Pública,3.1
São Geraldo do Baixio,Estadual,3.1
São Gonçalo do Abaeté,Pública,4
São Gonçalo do Abaeté,Estadual,4
São Gonçalo do Pará,Estadual,3.7
São Gonçalo do Pará,Pública,3.7
São Gonçalo do Rio Abaixo,Pública,3.5
São Gonçalo do Rio Abaixo,Estadual,3.5
São Gonçalo do Sapucaí,Pública,3.9
São Gonçalo do Sapucaí,Estadual,3.9
São Gotardo,Estadual,3.5
São Gotardo,Pública,3.5
São João Batista do Glória,Estadual,4.6
São João Batista do Glória,Pública,4.6
São João da Lagoa,Pública,3.8
São João da Lagoa,Estadual,3.8
São João da Mata,Pública,4.5
São João da Mata,Estadual,4.5
São João da Ponte,Pública,3.6
São João da Ponte,Estadual,3.6
São João das Missões,Pública,-
São João das Missões,Estadual,-
São João del Rei,Pública,3.7
São João del Rei,Estadual,3.7
São João do Manhuaçu,Pública,3.4
São João do Manhuaçu,Estadual,3.4
São João do Manteninha,Pública,3.6
São João do Manteninha,Estadual,3.6
São João do Oriente,Pública,3.9
São João do Oriente,Estadual,3.9
São João do Pacuí,Pública,3.4
São João do Pacuí,Estadual,3.4
São João do Paraíso,Pública,4.2
São João do Paraíso,Estadual,4.2
São João Evangelista,Estadual,3.5
São João Evangelista,Pública,4.1
São João Evangelista,Federal,5.3
São João Nepomuceno,Pública,2.8
São João Nepomuceno,Estadual,2.8
São Joaquim de Bicas,Pública,3.4
São Joaquim de Bicas,Estadual,3.4
São José da Barra,Estadual,4.5
São José da Barra,Pública,4.5
São José da Lapa,Pública,3.8
São José da Lapa,Estadual,3.8
São José da Safira,Pública,4.1
São José da Safira,Estadual,4.1
São José da Varginha,Pública,4.5
São José da Varginha,Estadual,4.5
São José do Alegre,Pública,4.2
São José do Alegre,Estadual,4.2
São José do Divino,Pública,3.1
São José do Divino,Estadual,3.1
São José do Goiabal,Pública,3.1
São José do Goiabal,Estadual,3.1
São José do Jacuri,Pública,3.7
São José do Jacuri,Estadual,3.7
São José do Mantimento,Estadual,4.1
São José do Mantimento,Pública,4.1
São Lourenço,Pública,4.1
São Lourenço,Estadual,4.1
São Miguel do Anta,Pública,3.3
São Miguel do Anta,Estadual,3.3
São Pedro da União,Pública,3.9
São Pedro da União,Estadual,3.9
São Pedro dos Ferros,Pública,3
São Pedro dos Ferros,Estadual,3
São Pedro do Suaçuí,Pública,3.2
São Pedro do Suaçuí,Estadual,3.2
São Romão,Pública,3
São Romão,Estadual,3
São Roque de Minas,Pública,4.4
São Roque de Minas,Estadual,4.4
São Sebastião da Bela Vista,Pública,4.2
São Sebastião da Bela Vista,Estadual,4.2
São Sebastião da Vargem Alegre,Estadual,3.9
São Sebastião da Vargem Alegre,Pública,3.9
São Sebastião do Anta,Pública,3.7
São Sebastião do Anta,Estadual,3.7
São Sebastião do Maranhão,Pública,3.5
São Sebastião do Maranhão,Estadual,3.5
São Sebastião do Oeste,Estadual,4.1
São Sebastião do Oeste,Pública,4.1
São Sebastião do Paraíso,Pública,3.9
São Sebastião do Paraíso,Estadual,3.9
São Sebastião do Rio Preto,Pública,3.8
São Sebastião do Rio Preto,Estadual,3.8
São Sebastião do Rio Verde,Pública,4.6
São Sebastião do Rio Verde,Estadual,4.6
São Tiago,Estadual,4.3
São Tiago,Pública,4.3
São Tomás de Aquino,Pública,3.6
São Tomás de Aquino,Estadual,3.6
São Thomé das Letras,Estadual,3.8
São Thomé das Letras,Pública,3.8
São Vicente de Minas,Estadual,4.8
São Vicente de Minas,Pública,4.8
Sapucaí-Mirim,Estadual,3.9
Sapucaí-Mirim,Pública,3.9
Sardoá,Pública,3.4
Sardoá,Estadual,3.4
Sarzedo,Pública,3.2
Sarzedo,Estadual,3.2
Setubinha,Estadual,3.7
Setubinha,Pública,3.7
Sem-Peixe,Pública,3.6
Sem-Peixe,Estadual,3.6
Senador Amaral,Pública,3.7
Senador Amaral,Estadual,3.7
Senador Cortes,Pública,3.3
Senador Cortes,Estadual,3.3
Senador Firmino,Estadual,4.5
Senador Firmino,Pública,4.5
Senador José Bento,Pública,4.1
Senador José Bento,Estadual,4.1
Senador Modestino Gonçalves,Pública,4.6
Senador Modestino Gonçalves,Estadual,4.6
Senhora de Oliveira,Estadual,4
Senhora de Oliveira,Pública,4
Senhora do Porto,Estadual,3.5
Senhora do Porto,Pública,3.5
Senhora dos Remédios,Pública,3.7
Senhora dos Remédios,Estadual,3.7
Sericita,Estadual,4.1
Sericita,Pública,4.1
Seritinga,Pública,5.2
Seritinga,Estadual,5.2
Serra Azul de Minas,Estadual,3.7
Serra Azul de Minas,Pública,3.7
Serra dos Aimorés,Estadual,3.6
Serra dos Aimorés,Pública,3.6
Serra do Salitre,Estadual,4.1
Serra do Salitre,Pública,4.1
Serrania,Pública,4.1
Serrania,Estadual,4.1
Serranópolis de Minas,Pública,3.4
Serranópolis de Minas,Estadual,3.4
Serranos,Pública,4.2
Serranos,Estadual,4.2
Serro,Estadual,3.6
Serro,Pública,3.6
Sete Lagoas,Pública,3.6
Sete Lagoas,Estadual,3.6
Silveirânia,Estadual,5.2
Silveirânia,Pública,5.2
Silvianópolis,Pública,3.8
Silvianópolis,Estadual,3.8
Simão Pereira,Pública,3.2
Simão Pereira,Estadual,3.2
Simonésia,Estadual,3.3
Simonésia,Pública,3.3
Sobrália,Pública,3.7
Sobrália,Estadual,3.7
Soledade de Minas,Pública,3.8
Soledade de Minas,Estadual,3.8
Tabuleiro,Pública,3.5
Tabuleiro,Estadual,3.5
Taiobeiras,Pública,3.7
Taiobeiras,Estadual,3.7
Taparuba,Pública,4.4
Taparuba,Estadual,4.4
Tapira,Estadual,3.9
Tapira,Pública,3.9
Tapiraí,Pública,3.6
Tapiraí,Estadual,3.6
Taquaraçu de Minas,Pública,3.7
Taquaraçu de Minas,Estadual,3.7
Tarumirim,Pública,3.9
Tarumirim,Estadual,3.9
Teixeiras,Pública,4.7
Teixeiras,Estadual,4.7
Teófilo Otoni,Pública,3.3
Teófilo Otoni,Estadual,3.2
Timóteo,Pública,3.9
Timóteo,Federal,6.3
Timóteo,Estadual,3.6
Tiradentes,Pública,3.2
Tiradentes,Estadual,3.2
Tiros,Pública,3.8
Tiros,Estadual,3.8
Tocantins,Pública,2.9
Tocantins,Estadual,2.9
Tocos do Moji,Pública,4.7
Tocos do Moji,Estadual,4.7
Toledo,Pública,3.9
Toledo,Estadual,3.9
Tombos,Pública,2.7
Tombos,Estadual,2.7
Três Corações,Estadual,3.5
Três Corações,Pública,3.5
Três Marias,Pública,3.9
Três Marias,Estadual,3.9
Três Pontas,Estadual,3.7
Três Pontas,Pública,3.7
Tumiritinga,Pública,3.6
Tumiritinga,Estadual,3.6
Tupaciguara,Municipal,4.2
Tupaciguara,Pública,3.6
Tupaciguara,Estadual,3.6
Turmalina,Estadual,4.3
Turmalina,Pública,4.3
Turvolândia,Pública,3.6
Turvolândia,Estadual,3.6
Ubá,Pública,4.1
Ubá,Estadual,4.1
Ubaí,Pública,3.3
Ubaí,Estadual,3.3
Ubaporanga,Pública,3.7
Ubaporanga,Estadual,3.7
Uberaba,Estadual,3.5
Uberaba,Pública,3.6
Uberaba,Federal,5.9
Uberlândia,Estadual,3.5
Uberlândia,Pública,3.6
Uberlândia,Federal,5.8
Umburatiba,Pública,3.5
Umburatiba,Estadual,3.5
Unaí,Pública,3
Unaí,Estadual,3
União de Minas,Pública,4.1
União de Minas,Estadual,4.1
Uruana de Minas,Pública,3.7
Uruana de Minas,Estadual,3.7
Urucânia,Pública,4.1
Urucânia,Estadual,4.1
Urucuia,Pública,3.1
Urucuia,Estadual,3.1
Vargem Alegre,Estadual,4
Vargem Alegre,Pública,4
Vargem Bonita,Pública,3.9
Vargem Bonita,Estadual,3.9
Vargem Grande do Rio Pardo,Pública,3.5
Vargem Grande do Rio Pardo,Estadual,3.5
Varginha,Pública,3.9
Varginha,Estadual,3.8
Varjão de Minas,Pública,3.6
Varjão de Minas,Estadual,3.6
Várzea da Palma,Pública,3.5
Várzea da Palma,Estadual,3.5
Varzelândia,Pública,3.3
Varzelândia,Estadual,3.3
Vazante,Pública,3.9
Vazante,Estadual,3.9
Verdelândia,Pública,3
Verdelândia,Estadual,3
Veredinha,Pública,4.4
Veredinha,Estadual,4.4
Veríssimo,Pública,4.1
Veríssimo,Estadual,4.1
Vermelho Novo,Pública,4.5
Vermelho Novo,Estadual,4.5
Vespasiano,Pública,3.5
Vespasiano,Estadual,3.5
Viçosa,Estadual,3.9
Viçosa,Pública,4.7
Viçosa,Federal,-
Vieiras,Estadual,4.5
Vieiras,Pública,4.5
Mathias Lobato,Pública,2.9
